train_idx,bench_id,bench_query_source,query
173,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
173,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
181,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
181,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
181,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
186,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
186,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
186,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
186,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
187,RLAIF-V-2920,sharegpt4v-web-celebrity,Analyze the image and provide a comprehensive description of the celebrity's appearance and attire.
188,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
188,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
188,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
188,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
188,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
189,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
189,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
189,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
189,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
189,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
189,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
189,RLHF-V-2552,coco,Describe the key features of the image in great detail.
189,RLHF-V-2563,coco,Describe the key features of the image in great detail.
189,RLHF-V-5176,coco,Describe the key features of the image in great detail.
190,RLAIF-V-41506,sharegpt4v-wikiart,"Give a comprehensive description of this artwork, from its visual elements to its conceptual meaning."
191,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
191,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
191,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
192,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
192,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
192,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
192,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
193,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
193,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
195,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
195,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
195,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
195,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
196,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
196,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
196,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
196,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
196,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
201,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
201,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
203,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
203,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
203,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
211,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
211,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
211,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
211,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
211,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
211,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
211,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
211,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
211,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
211,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
211,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
211,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
214,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
214,RLAIF-V-42889,COCO,What are the key features you observe in the image?
214,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
214,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
214,RLAIF-V-68603,COCO,What are the key features you observe in the image?
214,RLHF-V-3862,coco,What are the key features you observe in the image?
217,RLHF-V-169,sharegpt4v-textvqa,Create a thorough description describing the given image. Include the text contents and the information they convey in the description.
219,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
219,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
222,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
222,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
222,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
228,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
228,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
228,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
228,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
228,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
229,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
229,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
229,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
229,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
229,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
235,RLAIF-V-39736,COCO,Explain the image's various components in depth.
235,RLHF-V-3957,coco,Explain the image's various components in depth.
238,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
238,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
238,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
238,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
238,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
238,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
240,RLAIF-V-10273,COCO,Provide an intricate description of every entity in the image.
240,RLAIF-V-15279,COCO,Provide an intricate description of every entity in the image.
240,RLAIF-V-38307,LCS-558K,Provide an intricate description of every entity in the image.
240,RLAIF-V-7260,COCO,Provide an intricate description of every entity in the image.
248,RLAIF-V-12031,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
248,RLAIF-V-16250,MovieNet,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
248,RLAIF-V-66016,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
250,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
250,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
250,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
250,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
250,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
250,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
250,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
250,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
250,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
250,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
250,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
250,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
253,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
253,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
253,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
253,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
253,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
254,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
254,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
254,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
254,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
254,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
255,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
255,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
255,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
255,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
258,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
258,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
258,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
258,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
258,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
258,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
258,RLHF-V-2552,coco,Describe the key features of the image in great detail.
258,RLHF-V-2563,coco,Describe the key features of the image in great detail.
258,RLHF-V-5176,coco,Describe the key features of the image in great detail.
259,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
259,RLAIF-V-42889,COCO,What are the key features you observe in the image?
259,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
259,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
259,RLAIF-V-68603,COCO,What are the key features you observe in the image?
259,RLHF-V-3862,coco,What are the key features you observe in the image?
260,RLAIF-V-35665,TextVQA,"Detail the texts and other components in the image in depth, explaining their relevance to the overall picture."
261,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
261,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
261,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
261,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
261,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
261,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
261,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
262,RLAIF-V-12031,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
262,RLAIF-V-16250,MovieNet,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
262,RLAIF-V-66016,sharegpt4v-web-celebrity,"Look at the image and describe the celebrity's facial expressions, clothing, and any distinctive features."
263,RLAIF-V-32366,MovieNet,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
263,RLAIF-V-45709,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
263,RLAIF-V-5066,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
263,RLAIF-V-81811,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
266,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
266,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
266,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
266,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
266,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
267,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
267,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
267,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
267,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
267,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
268,RLAIF-V-32366,MovieNet,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
268,RLAIF-V-45709,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
268,RLAIF-V-5066,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
268,RLAIF-V-81811,sharegpt4v-web-celebrity,"Create an in-depth description describing the people in the given image, include the person/character name, actions, expressions, etc."
270,RLAIF-V-41506,sharegpt4v-wikiart,"Give a comprehensive description of this artwork, from its visual elements to its conceptual meaning."
271,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
271,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
271,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
271,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
271,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
271,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
274,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
274,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
274,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
274,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
274,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
275,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
275,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
275,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
275,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
278,RLAIF-V-10899,LCS-558K,What are the main objects or subjects in the image? Please describe them in detail.
278,RLAIF-V-1549,COCO,What are the main objects or subjects in the image? Please describe them in detail.
278,RLAIF-V-16213,COCO,What are the main objects or subjects in the image? Please describe them in detail.
278,RLAIF-V-2775,COCO,What are the main objects or subjects in the image? Please describe them in detail.
278,RLAIF-V-40207,COCO,What are the main objects or subjects in the image? Please describe them in detail.
278,RLAIF-V-76752,COCO,What are the main objects or subjects in the image? Please describe them in detail.
278,RLHF-V-3857,coco,What are the main objects or subjects in the image? Please describe them in detail.
278,RLHF-V-5624,coco,What are the main objects or subjects in the image? Please describe them in detail.
282,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
282,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
282,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
282,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
282,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
282,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
284,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
284,RLAIF-V-42889,COCO,What are the key features you observe in the image?
284,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
284,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
284,RLAIF-V-68603,COCO,What are the key features you observe in the image?
284,RLHF-V-3862,coco,What are the key features you observe in the image?
285,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
285,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
285,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
287,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
287,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
288,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
288,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
288,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
288,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
288,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
288,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
288,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
288,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
288,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
288,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
288,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
288,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
289,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
289,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
289,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
289,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
289,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
290,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
290,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
290,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
290,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
291,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
291,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
291,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
291,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
291,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
296,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
296,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
296,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
296,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
296,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
299,RLAIF-V-1872,COCO,Explain the elements of the image with thorough attention to detail.
299,RLAIF-V-21465,COCO,Explain the elements of the image with thorough attention to detail.
299,RLAIF-V-25866,COCO,Explain the elements of the image with thorough attention to detail.
299,RLAIF-V-70363,LCS-558K,Explain the elements of the image with thorough attention to detail.
299,RLHF-V-4161,coco,Explain the elements of the image with thorough attention to detail.
303,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
303,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
303,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
303,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
303,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
303,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
303,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
303,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
303,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
303,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
303,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
